,url,name,category,brand,pack_size,case_size,indications,precautions,directions_for_use,shelf_life,flavours
54,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Fortini Creamy Fruit,Paediatrics,Fortini,4 x 100g,6 x (4 x 100g),"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: disease related malnutrition; growth failure.","Due to the fibre content, intakes greater than 6 pots per day should be used with caution.",Fortini Creamy Fruit is ready to eat and is best served chilled. Fortini Creamy Fruit may be eaten directly from the pot. It may be frozen or gently warmed (not boiled),10 months. Best before date: see lid of pot.,"Berry Fruit,Summer Fruit"
55,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Fortini Compact Multi Fibre,Paediatrics,Fortini,125ml,not found,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: for the dietary management of diseaserelated malnutrition and growth failure, in children from 1 year onwards.","Due to the fibre content, intakes greater than 4 bottles per day should be used with caution in younger children. Monitor fluid intake to ensure adequate hydration status.",Fortini Compact Multi Fibre is best served chilled. It may be frozen or gently heated (not boiled). Shake well before opening.,12 months. Best before date: see side of bottle.,"Neutral,Strawberry"
56,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Infatrini,Paediatrics,Infatrini,"125ml, 200ml, 500ml","24 x 125ml bottle, 24 x 200ml bottle, 12 x 500ml collapsible OpTri bottle","For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: disease related undernutrition; growth failure in infancy and malabsorption.","The recommended intake of Infatrini should be determined by a clinician or dietitian only, and is dependent on age, body weight, and medical condition of the infant. Shake well before opening and use immediately. Wash hands before handling the feed and use sterile feeding equipment.

Bottle and cup feeding: Infatrini is ready for use at room temperature. It may be warmed by immersing the unopened bottles in warm water. Always test the temperature before feeding. Do not microwave.

Tube feeding: Infatrini should be used at room temperature. 125ml bottles can be attached to a Flocare Pack giving set using a Flocare Universal Adaptor. Alternatively, feed can be decanted into a sterile reservoir, taking care to handle aseptically at all times.

Maximum hanging time is 4 hours. The collapsible bottle can be attached directly to a Flocare Pack giving set. When directly connected to a giving set (aseptically handled, closed system), the collapsible bottle has a hanging time of max. 24 hours. If the cap has been removed (used as an open system) then the collapsible bottles have a hanging time of max. 4 hours.",12 months. Best before date: see individual packaging.,not found,Unflavoured
57,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Infatrini Peptisorb,Paediatrics,Infatrini,200ml,24 x 200ml,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; inflammatory bowel disease; bowel fistulae; disease related malnutrition; intolerance to whole protein foods.","The recommended intake of Infatrini Peptisorb should be determined by a clinician or dietitian only, and is dependent on age, body weight and medical condition of the infant. Shake well before opening and use immediately. Wash hands before handling the feed and use sterile feeding equipment. 

Bottle and cup feeding: Infatrini Peptisorb is ready for use at room temperature. It may be warmed by immersing the unopened bottle in warm water. Always test the temperature before feeding. Do not microwave. 

Tube feeding: Infatrini Peptisorb should be used at room temperature. Bottles can be attached to a Flocare Pack giving set using a Flocare Universal Adapter. Alternatively, feed can be decanted into a sterile reservoir, taking care to handle aseptically at all times. Maximum hanging time is 4 hours.",9 months. Best before date: see side of bottle.,not found,Unflavoured
58,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrini,Paediatrics,Nutrini,"200ml bottle, 500ml collapsible bottle","24 x 200ml bottle, 8 x 500ml collapsible bottle","For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; dysphagia; bowel fistulae; disease related malnutrition; growth failure.","If a child at the lower end of the range for age and weight is prescribed only a small volume of feed, it may be necessary to give an additional vitamin/trace element supplement to achieve requirements for micronutrients.","Shake well before opening. Use at room temperature. 
Collapsible bottles: can be attached directly to a Flocare Pack giving set. When directly connected to a giving set (aseptically handled, closed system), collapsible bottles have a hanging time of max. 24 hours. If the cap has been removed (used as an open system) then collapsible bottles have a hanging time of max. 8 hours.
Bottles: Maximum hanging time: 8 hours. Plastic bottles can be attached to a Flocare Pack giving set using a Flocare Universal Adaptor. Clean bottle top and bottle opener with an alcohol swab before opening. Feed can be decanted into a sterile reservoir, taking care to handle aseptically at all times.",12 months. Best before date: see individual packaging.,Unflavoured
59,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrini Multi Fibre,Paediatrics,Nutrini,"200ml bottle, 500ml collapsible bottle","24 x 200ml bottle, 8 x 500ml collapsible bottle","For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; dysphagia; bowel fistulae; disease related malnutrition; growth failure; total gastrectomy; proven inflammatory bowel disease.","If a child at the lower end of the range for age and weight is prescribed only a small volume of feed, it may be necessary to give an additional vitamin/trace element supplement to achieve requirements for micronutrients.","Shake well before opening. Use at room temperature. 
Collapsible bottles: can be attached directly to a Flocare Pack giving set. When directly connected to a giving set (aseptically handled, closed system), collapsible bottles have a hanging time of max. 24 hours. If the cap has been removed (used as an open system) then collapsible bottles have a hanging time of max. 8 hours.
Bottles: Maximum hanging time: 8 hours. Plastic bottles can be attached to a Flocare Pack giving set using a Flocare Universal Adaptor.  Clean bottle top and bottle opener with an alcohol swab before opening. Feed can be decanted into a sterile reservoir, taking care to handle aseptically at all times.",12 months. Best before date: see individual packaging.,Unflavoured
60,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrini Energy,Paediatrics,Nutrini,"200ml bottle, 500ml collapsible bottle","24 x 200ml bottle, 8 x 500ml collapsible bottle","For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; dysphagia; bowel fistulae; disease related malnutrition; growth failure; total gastrectomy and proven inflammatory bowel disease.","If a child is prescribed the product for the convenience of low volume and a shorter feeding time, it may be necessary to give additional fluids to meet requirements. If a child at the lower end of the range for age and weight is prescribed only a small volume of feed, it may be necessary to give an additional vitamin/trace element supplement to achieve requirements for micronutrients.","Shake well before opening. Use at room temperature. 
Collapsible bottles: can be attached directly to a Flocare Pack giving set. When directly connected to a giving set (aseptically handled, closed system), collapsible bottles have a hanging time of max. 24 hours. If the cap has been removed (used as an open system) then collapsible bottles have a hanging time of max. 8 hours.
Bottles: Maximum hanging time: 8 hours.Plastic bottles can be attached to a Flocare Pack giving set using a Flocare Universal Adaptor.  Clean bottle top and bottle opener with an alcohol swab before opening. Feed can be decanted into a sterile reservoir, taking care to handle aseptically at all times.",12 months. Best before date: see individual packaging.,Unflavoured
61,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrini Energy Multi Fibre,Paediatrics,Nutrini,"200ml bottle, 500ml collapsible bottle","24 x 200ml bottle, 8 x 500ml collapsible bottle","For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; dysphagia; disease related malnutrition; growth failure; total gastrectomy.","If a child is prescribed the product for the convenience of low volume and a shorter feeding time, it may be necessary to give additional fluids to meet requirements.","Shake well before opening. Use at room temperature. 
Collapsible bottles: can be attached directly to a Flocare Pack giving set. When directly connected to a giving set (aseptically handled, closed system), collapsible bottles have a hanging time of max. 24 hours. If the cap has been removed (used as an open system) then collapsible bottles have a hanging time of max. 8 hours.
Bottles: Maximum hanging time: 8 hours. Plastic bottles can be attached to a Flocare Pack giving set using a Flocare Universal Adaptor. Clean bottle top and bottle opener with an alcohol swab before opening. Feed can be decanted into a sterile reservoir, taking care to handle aseptically at all times.",12 months. Best before date: see individual packaging.,Unflavoured
62,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrini Low Energy Multi Fibre,Paediatrics,Nutrini,"200ml bottle, 500ml collapsible bottle","24 x 200ml bottle, 8 x 500ml collapsible bottle","For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; dysphagia; disease related malnutrition; growth failure; total gastrectomy.","If a child at the lower end of the range for age and weight is prescribed only a small volume of feed, it may be necessary to give an additional vitamin/trace element supplement to achieve requirements for micronutrients.","Shake well before opening. Use at room temperature. 
Collapsible bottles: can be attached directly to a Flocare Pack giving set. When directly connected to a giving set (aseptically handled, closed system), collapsible bottles have a hanging time of max. 24 hours. If the cap has been removed (used as an open system) then collapsible bottles have a hanging time of max. 8 hours.
Bottles: Maximum hanging time: 8 hours. Plastic bottles can be attached to a Flocare Pack giving set using a Flocare Universal Adaptor.  Clean bottle top and bottle opener with an alcohol swab before opening. Feed can be decanted into a sterile reservoir, taking care to handle aseptically at all times.",12 months. Best before date: see individual packaging.,Unflavoured
63,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrini Peptisorb,Paediatrics,Nutrini,500ml collapsible bottle,12 x 500ml collapsible bottle,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; proven inflammatory bowel disease; dysphagia; total gastrectomy; bowel fistula; disease related malnutrition; growth failure.","If a child at the lower end of the range for age and weight is prescribed only a small volume of feed, it may be necessary to give an additional vitamin/trace element supplement to achieve requirements for micronutrients.","Shake well before opening. Use at room temperature. 
Collapsible bottles: can be attached directly to a Flocare Pack giving set. When directly connected to a giving set (aseptically handled, closed system), collapsible bottles have a hanging time of max. 24 hours. If the cap has been removed (used as an open system) then collapsible bottles have a hanging time of max. 8 hours.",12 months. Best before date: see top of pack.,Unflavoured
64,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrini Peptisorb Energy,Paediatrics,Nutrini,500ml,12 x 500ml collapsible OpTri bottle,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the dietary management of disease related malnutrition in children with malabsorption and/or maldigestion.",Must be used under medical supervision. Suitable as a sole source of nutrition for children from 1 year onwards.,"Shake well before opening. Use at room temperature.Collapsible bottles can be attached directly to a Flocare pack giving set. When directly connected to a giving set (aseptically handled, closed system), collapsible bottles have a hanging time of max. 24 hours. If the cap has been removed (used as an open system) then collapsible bottles have a hanging time of max. 8 hours.",12 months. Best before date: see top of OpTri bottle.,Unflavoured
65,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Tentrini,Paediatrics,Tentrini,500ml collapsible bottle,12 x 500ml collapsible bottle,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; inflammatory bowel disease; total gastrectomy; bowel fistulae; disease related malnutrition; dysphagia; growth failure.","If a child at the lower end of the range for age and weight is prescribed only a small volume of feed, it may be necessary to give an additional vitamin/trace element supplement to achieve requirements for micronutrients.","Shake well before opening. Use at room temperature. 
Collapsible bottles: can be attached directly to a Flocare Pack giving set. When directly connected to a giving set (aseptically handled, closed system), collapsible bottles have a hanging time of max. 24 hours. If the cap has been removed (used as an open system) then collapsible bottles have a hanging time of max. 8 hours.",Pack: 12 months. Best before date: see top of pack.,Unflavoured
66,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Tentrini Multi Fibre,Paediatrics,Tentrini,500ml collapsible bottle,12 x 500ml collapsible bottle,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; inflammatory bowel disease; total gastrectomy; disease related malnutrition; dysphagia; growth failure.","If a child at the lower end of the range for age and weight is prescribed only a small volume of feed, it may be necessary to give an additional vitamin/trace element supplement to achieve requirements for micronutrients.","Shake well before opening. Use at room temperature. 
Collapsible bottles: can be attached directly to a Flocare Pack giving set. When directly connected to a giving set (aseptically handled, closed system), collapsible bottles have a hanging time of max. 24 hours. If the cap has been removed (used as an open system) then collapsible bottles have a hanging time of max. 8 hours.",12 months. Best before date: see top of pack.,Unflavoured
67,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Tentrini Energy,Paediatrics,Tentrini,500ml collapsible bottle,12 x 500ml collapsible bottle,"If a child is prescribed the product for convenience of low volume and a shorter feeding time, it may be necessary to give additional fluids to meet requirements.","If a child is prescribed the product for convenience of low volume and a shorter feeding time, it may be necessary to give additional fluids to meet requirements.","Shake well before opening. Use at room temperature. 
Collapsible bottles: can be attached directly to a Flocare Pack giving set. When directly connected to a giving set (aseptically handled, closed system), collapsible bottles have a hanging time of max. 24 hours. If the cap has been removed (used as an open system) then collapsible bottles have a hanging time of max. 8 hours.",12 months. Best before date: see top of pack.,Unflavoured
68,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Tentrini Energy Multi Fibre,Paediatrics,Tentrini,500ml collapsible bottle,12 x 500ml collapsible bottle,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; inflammatory bowel disease; disease related malnutrition; dysphagia; growth failure.","If a child is prescribed the product for the convenience of low volume and a shorter feeding time, it may be necessary to give additional fluids to meet requirements.","Shake well before opening. Use at room temperature. 
Collapsible bottles: can be attached directly to a Flocare Pack giving set. When directly connected to a giving set (aseptically handled, closed system), collapsible bottles have a hanging time of max. 24 hours. If the cap has been removed (used as an open system) then collapsible bottles have a hanging time of max. 8 hours.",12 months. Best before date: see top of pack.,Unflavoured
69,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Elemental 028 Extra Powder,Paediatrics,Elemental 028,100g,10 x 100g,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; patients with proven inflammatory bowel disease; bowel fistulae.",Use with caution for young children up to five years of age. Must only be used under strict medical supervision.,"The recommended intake should be determined by a clinician or a dietitian only and is dependent on age, body weight and medical condition of the patient. The standard recommended feed concentration is 20% w/v (100g powder made up with water to a final volume of 500ml, 0.89kcal/ml)†. For osmotically sensitive patients, an initial dilution of 13.3% w/v (67g powder made up with water to a final volume of 500ml, 0.59kcal/ml) is recommended. These dilutions are guidelines only. Elemental 028 Extra Powder can be taken as a more concentrated drink but additional water or diluted drinks must be taken immediately after. To achieve a 1kcal/ml drink, a 22.6% w/v concentration is required (100g powder made up with water to a final volume of 443ml).",24 months,"Banana,Orange,Unflavoured"
70,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Elemental 028 Extra Liquid,Paediatrics,Elemental 028,250ml,18 x 250ml,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; patients with proven inflammatory bowel disease; bowel fistulae.",Use with caution for young children up to five years of age. Must only be used under strict medical supervision.,"The recommended intake should be determined by a clinician or dietitian only, and is dependent on age, body weight and medical condition of the patient.",15 months. Best before date: see individual packaging.,"Grapefruit,Orange & Pineapple,Summer Fruits"
71,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,PKU GMPro,Metabolics,Other,16 x 33.3g,From 3 years,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the dietary management of proven phenylketonuria (PKU). Suitable for individuals from 3 years of age.","Must be used under medical supervision. This product should not be used as a sole source of protein but must be given in conjunction with natural protein and other nutrients to supply the phenylalanine, fluid and general nutrition requirements of the patient in medically prescribed quantities. Use with caution in children aged 3-6 years.",not found,not found,Vanilla
72,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,PKU GMPro LQ,Metabolics,250ml,18 x 250ml,From 3 years,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the dietary management of proven phenylketonuria (PKU). Suitable for individuals from 3 years of age.","Must be used under medical supervision. This product should not be used as a sole source of protein but must be given in conjunction with natural protein and other nutrients to supply the phenylalanine, fluid and general nutrition requirements of the patient in medically prescribed quantities. Use with caution in children aged 3-6 years.

*PKU GMPro LQ contains 18.0mg of phenylalanine per 250ml (10g PE) serving, this should be considered with the patient’s diet. Only intended for use by individuals with phenylketonuria (PKU). Protein substitutes based on GMP are a natural source of phenylalanine.","The recommended intake should be determined by a clinician or dietitian only, and is dependent on the age, bodyweight and medical condition of the patient.
The daily intake should be distributed throughout the day. Water or diluted drinks should be offered or taken at the same time to ensure adequate fluid intake. Shake product vigorously for at least 5 seconds before use. If given orally, best served chilled.",12 months. Best before: see individual packaging.,Neutral
73,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Adamin-G,Metabolics,Other,5g sachet,20 x 5g sachet,"Adamin-G can be recommended for conditions of catabolic stress where requirements for L-glutamine may be increased such as: post surgery, multiple trauma, enterocolitis, sepsis, chemotherapy and radiotherapy.",Must only be used under strict medical supervision. Not intended for use as the sole source of nutrition. For enteral use only,"The dosage should be determined by a clinician or dietitian and is dependant on the age, body weight and medical condition of the patient. Adamin-G can be added directly to liquid formulae. For powdered formulae, Adamin-G is best added to the powder before reconstitution. Adamin-G may be sprinkled on to cold water and taken as a neutral tasting drink. The recommended dilution is one sachet (5g) plus 200ml water. It is recommended that the drink is stirred vigorously to ensure that the L-glutamine is fully dissolved. Flavouring can be added if required. The addition of flavourings to foods for infants under six months of age is not recommended.",not found,Unflavoured
74,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Carbohydrate Free Mixture,Metabolics,Other,225g,not found,"Carbohydrate Free Mixture is for the dietary management of infants and children with glucose-galactose intolerance, either primary or secondary to another disorder. It can provide complete nutritional support for infants only when supplied with an additional carbohydrate source such as fructose. It can be used as supplemental nutrition for children aged over one year. Carbohydrate Free Mixture can also be used in the diagnosis of disorders of carbohydrate metabolism e.g. monosaccharide intolerances and pyruvate dehydrogenase deficiency.","In order to achieve the normal protein, carbohydrate / fat ratio, Carbohydrate Free Mixture must be mixed with a carbohydrate source in the ratio of approximately 1:1 on a weight basis before dissolving. The recommended dilution of Carbohydrate Free Mix is 7% w/v (7g of product made up to a final volume of 100mls with water) before the addition of suitable carbohydrate. If a carbohydrate source is added, the recommended dilution is 14% w/v i.e. 7g of
product and 7g of carbohydrate made up to 100mls of water.",24 months. Best before date: See individual product.,not found,Unflavoured
75,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Cholesterol Module,Metabolics,Other,450g,From birth,"Cholesterol Module is for the dietary management of medical conditions requiring a source of exogenous cholesterol e.g. Smith- Lemli Opitz Syndrome. Suitable for infants, children and adults.",Must be used under strict medical supervision. Not suitable as a sole source of nutrition. For enteral use only,Intakes should be based on serum levels of cholesterol and its metabolites. The recommended dose is 100mg/kg/day. Dissolve the prescribed amount of Cholesterol Module to form a paste and add to drink or meal. 1 scoop contains 5.9g Cholesterol Module.,3 years,Unflavoured
76,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Complete Amino Acid Mix,Metabolics,Other,200g,From birth,"Complete Amino Acid Mix can be used as the protein source in a modular feed, where amino acids are required rather than whole protein or peptide e.g. severe malabsorption and allergy. Suitable for infants, children and adults.",Must be used under strict medical supervision. Not intended for use as the sole source of nutrition. For enteral use only,"The dosage of Complete Amino Acid Mix is dependent on the age, bodyweight and medical condition of the patient and should be determined by the clinician or dietitian. Complete Amino Acid mix may be taken as a drink or paste. Suggested dilution 1 to 20 i.e. 5g of powder plus 100ml water. Mix the prescribed amount of the powder to a paste with cold water and make up to required volume. If taken as a paste; water or diluted drinks should be offered at the same time. Complete Amino Acid Mix may also be flavoured using a flavour from the Nutricia range. Flavouring is not recommended for infants less than six months old. Once reconstituted, the feed should be refrigerated and must not be kept longer than 24 hours from the time of preparation. Stir or shake immediately before serving. THE HEALTH OF THE INFANT DEPENDS ON CAREFULLY FOLLOWING THE DIRECTIONS FOR PREPARATION AND USE. INCORRECT PREPARATION CAN MAKE THE BABY ILL. When preparing any infant feed, please follow the guidelines below. 1. Wash hands thoroughly and clean the preparation area. Sterilise bottles and teats (if using). 2. Boil fresh water for five minutes and allow to cool for at least 30 minutes so that it feels warm to the wrist. Pour the required amount of water into a sterilised feeding bottle. 3. Fill the scoop with the infant formula and level off with a clean dry knife. Do not press the powder into the scoop. Only use the scoop provided. 4. Add the prescribed number of scoops of formula to the water. Replace cap on the bottle and shake until powder is dissolved. Before feeding ensure that the formula is at the correct temperature by placing a few drops on the wrist.5. Formula remaining in the bottle after one hour of feeding should be discarded. Formula must not be rewarmed during feeding.Important Notice: Powdered infant formula is not sterile. Infant formula should be prepared immediately prior to feeding and any remaining should be discarded if not used within one hour.",not found,Unflavoured
77,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,D-Mannose,Metabolics,Other,250g,From birth,D-Mannose can be recommended for use as a supplement in infants and children for the dietary management of phosphomannose isomerase deficiency (or carbohydrate deficient glycoprotein syndrome 1b (CDGS 1b)).,Must only be used under strict medical supervision. Not suitable as a sole source of nutrition. For enteral use only,"The quantity of D-Mannose and the dilution should be determined by a clinician or a dietitian only and is dependent on the age, bodyweight, and medical condition of the patient. D-Mannose can be added to water, diluted according to taste, and taken as a drink. A suggested dilution is a 1 in 5 (i.e. 20g made up to 100ml with water). For osmotically sensitive patients an initial dilution of 1 in 10 is advised.",not found,Unflavoured
78,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Dialamine,Metabolics,Other,400g,From 6 months,"For the dietary management of advanced chronic renal failure and certain urea cycle disorders, where an essential amino acid supplement is required. Not intended for use in infants less than six months old.",Must only be used under strict medical supervision. Not intended for use as the sole source of nutrition. For enteral use only. ,"Dialamine may be taken as a drink or a paste. Suggested dilution is 1 to 5, i.e. 20g of powder plus 100mls of water which gives a final volume of 116mls. Mix the prescribed amount of powder to a paste with cold water and make up to the required volume. If taken as a paste, water or diluted drinks should be offered at the same time.",not found,Unflavoured
79,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Easiphen,Metabolics,Other,250ml,16 x 250ml,For the dietary management of proven phenylketonuria (PKU) in children (from 8 years) and adults.,"Use under medical supervision. For enteral use only. Not suitable for use as a sole source of nutrition. These products should not be used as a sole source of protein but must be given in conjunction with a protein source, to supply the phenylalanine, fluid and general nutrition requirements of the patient in quantities as prescribed by a clinician or dietitian. Only intended for use by patients with PKU.",Shake well before use. This product is best served chilled.,not found,"Forest Berries,Orange"
80,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Energivit,Metabolics,Other,400g,From birth,Must be used under medical supervision. For enteral use only. Energivit must be supplemented with a suitable nitrogen source if intended as a sole source of nutrition.,"The recommended feed concentration is 15% w/v, i.e. 15g Energivit made up to 100mls with water. Energivit can be made up as a tube feed or bottle feed by adding the prescribed amount of powder to the water and stirring vigorously. Each level scoop (5g) of Energivit requires 30mls (approx. 1 fl oz of water to yield the recommended feed concentration (15%). For older children, please follow the guidelines below.

1. Use the scoop (5g) provided or weigh out the prescribed amount of Energivit
2. Add a small amount of the prescribed water to required amount of Energivit and stir with a fork until a smooth paste is obtained
3. Continue stirring whilst adding the rest of the water until the prescribed dilution is achieved",not found,not found,Unflavoured
81,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Essential Amino Acid Mix,Metabolics,Other,200g,From birth,Must only be used under strict medical supervision. Not intended for use as the sole source of nutrition. For enteral use only',"The dosage of Essential Amino Acid Mix is dependent on the age, bodyweight and medical condition of the patient and should be determined by the clinician or dietitian. Essential Amino Acid Mix may be taken as a drink or paste. Suggested dilution 1 to 20, i.e. 5g of powder plus 100mls water. Mix the prescribed amount of the powder to a paste with cold water and make up to the required volume. If taken as a paste, water or diluted drinks should be offered at the same time. Essential Amino Acid Mix may also be flavoured using a flavour from the Nutricia range. Flavouring is not recommended for infants less than 6 months old. Once reconstituted, the feed should be refrigerated and must not be kept longer than 24 hours from the time of preparation. Stir or shake immediately before serving. THE HEALTH OF THE INFANT DEPENDS ON CAREFULLY FOLLOWING THE DIRECTIONS FOR PREPARATION AND USE. INCORRECT PREPARATION CAN MAKE THE BABY ILL. When preparing any infant feed, please follow the guidelines below. 1. Wash hands thoroughly and clean the preparation area. Sterilise bottles and teats (if using). 2. Boil fresh water for five minutes and allow to cool for at least 30 minutes so that it feels warm to the wrist. Pour the required amount of water into a sterilised feeding bottle. 3. Fill the scoop provided with the infant formula and level off with a clean dry knife. Do not press the powder into the scoop. Only use the scoop provided. 4. Add the prescribed number of scoops of formula to the water. Replace cap on the bottle and shake until powder is dissolved. Before feeding ensure that the formula is at the correct temperature by placing a few drops on the wrist.5. Formula remaining in the bottle after one hour of feeding should be discarded. Formula must not be rewarmed during feeding.Important Notice: Powdered infant formula is not sterile. Infant formula should be prepared immediately prior to feeding and any remaining should be discarded if not used within one hour.",not found,not found,Unflavoured
82,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Flavour Modjul,Metabolics,Other,100g,not found,Must be used under medical supervision. For enteral use only. Not intended for use as the sole source of nutrition. Not suitable for use in infants less than 6 months old.,Add flavouring to product powder and mix as directed on the product pack. The amount of flavouring required will vary according to protein source and patient preference.,2 years,not found,"Blackcurrant,Orange,Pineapple"
83,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Flavour Sachets,Metabolics,Other,20 x 5g,From 6 months,Must be used under medical supervision. For enteral use only. Not intended for use as the sole source of nutrition. Not suitable for use in infants less than 6 months old.,"Add flavouring to product powder and mix as directed on the product pack. The amount of flavouring required will vary according to protein source and patient preference. As a guide, add 1 sachet (5g) to 100g of products for adults. Add 1/2 sachet (2.5g) to 100g of product for children.",2 years,not found,"Cherry-Vanilla,Grapefruit,Lemon-Lime"
84,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,GA1 Anamix Infant,Metabolics,Anamix,400g,From birth,"For use in the dietary management of proven Glutaric Aciduria Type 1, from birth to 12 months and as a supplementary feed up to 3 years.","Use under medical supervision. For enteral use only. Not suitable as a sole source of nutrition. This product should not be used as a sole source of protein but must be given in conjunction with a protein source, to supply the lysine, tryptophan, fluid and general nutrition requirements of the patient in quantities as prescribed by a clinician or dietitian. Only intended for use by patients with GA1.","The recommended feed concentration is 15% w/v (15g of product made up to a final volume of 100mls with water). Use only the scoop provided. Each level scoop (5g) of GA1 Anamix Infant requires 30mls (approx. 1 fl oz) of water to yield the recommended feed concentration (15% w/v).

 THE HEALTH OF YOUR INFANT DEPENDS ON CAREFULLY FOLLOWING THE DIRECTIONS FOR PREPARATION AND USE. INCORRECT PREPARATION CAN MAKE YOUR BABY ILL.

 When preparing infant feed, please follow the guidelines below:
 1. Wash hands thoroughly and clean the preparation area. Sterilise bottles and teats (if using).
 2. Boil fresh water for five minutes and allow to cool for at least 30 minutes so that it feels warm to the wrist. Pour the required amount of water into a sterilised feeding bottle.
 3. Fill the scoop provided with infant formula and level off with a clean dry knife. Do not press the powder into the scoop. Only use the scoop provided.
 4. Add the prescribed number of scoops of infant formula to the water. Replace the cap on the bottle and shake until powder is dissolved. Before feeding, ensure that the formula is at the correct temperature by placing a few drops on the wrist.
5. Shake or stir formula immediately before use. Formula should not be warmed for longer than 15 minutes prior to feeding. Do not boil formula and do not use a microwave oven to prepare or warm formula. Formula remaining in the bottle after one hour of feeding should be discarded. Formula must not be rewarmed during feeding. 
Important notice: Powdered infant formula is not sterile. Infant formula should be prepared immediately prior to feeding and any remaining formula should be discarded if not used within one hour.",18 months.,Unflavoured
