,url,store,name,price,size_or_weight,availability,item_id,description,ingredients,allergin_info,serving_size_1,serving_size_2,serving_size_3,footnotes,nutrient_table_1,nutrient_table_2,nutrient_table_3,vitamin_table_1,vitamin_table_2,vitamin_table_3,mineral_table_1,mineral_table_2,mineral_table_3,Sizes,Form,Flavours,Case of X,Case of Y,clinical_indications,benefits,feature_table_rows,usage,entry_date,
0,https://abbottstore.com/glucerna-snack-bars-crispy-oats-and-nuts-1-4-oz-bar-case-of-20-66887.html,Abbott,Glucerna Snack Bars,25.96,"1.4 oz
						 
						 
							/
						 
						 
							Case of 20",IN STOCK,66887,"HELP MANAGE BLOOD SUGAR*: Has CARBSTEADY, unique blends of slow-release carbohydrates designed to help minimize blood sugar spikes
TAKE IT WITH YOU: Glucerna Snack Bars are a delicious, convenient way to get the nutrients you need
CURB CRAVINGS: Each delicious bar has 10 grams of protein, 160 calories, and 4 grams of sugars; a great snack replacement
LISTEN TO THE PROFESSIONALS: Glucerna is the #1 doctor-recommended brand for people with diabetes
GREAT TASTE: Treat yourself with 4 delicious flavors: Crispy Oats & Nuts, Dark Chocolate Almond, Peanut Chocolate Chip, and Chocolate Chip

Glucerna Snack Bars are a delicious grab & go snack replacement in 4 flavors: Crispy Oats & Nuts, Dark Chocolate Almond,Peanut Chocolate Chip, and Chocolate Chip. Each bar has 1011 grams of proteinto help manage hunger and CARBSTEADY, a unique blend of slow-release carbohydrates, to help manage blood sugar.* With 160 calories and 4 grams of sugars, its a good choice when you want a delicious snack. Glucerna is the #1 brand recommended by doctors for people with diabetes.
* Designed to help minimize blood sugar spikes in people with diabetes compared to high-glycemic carbohydrates.
 Dark Chocolate Almond: 11 g protein, Crispy Oats & Nuts, Peanut Chocolate Chip, Chocolate Chip: 10 g protein.","Soy Protein Nuggets (Soy Protein Isolate, Tapioca Starch, Salt), Syrup (White Grape Juice, Brown Rice Syrup), Gluten-Free Rolled Oats, Chocolate Flavored Chips (Maltitol, Chocolate Liquor [Processed With Alkali], Cocoa Butter, Sorbitan Tristearate, Soy Lecithin, Vanilla Powder), Sunflower Seeds, Peanut Layer (Maltitol, Peanuts, Sorbitol, Palm Kernel Oil, Peanut Flour, Milk Protein Concentrate, Soy Lecithin, Natural Flavor, Salt, Locust Bean Gum, Beta-Carotene, Gum Arabic, Xanthan Gum), Peanuts, Soy Protein Isolate, Marshmallow Binder (Maltitol, Palm Kernel Oil, Corn Maltodextrin, Egg Whites, Glycerin, Titanium Dioxide, Soy Lecithin, Salt, Natural & Artificial Flavors), Cocoa Soy Crisps (Soy Protein Isolate, Cocoa [Processed with Alkali], Tapioca Starch), Almonds, Short-chain Fructooligosaccharides. Less than 2% of: Raisins, Glycerin, High Oleic Safflower Oil, Natural & Artificial Flavors, Salt, Xanthan Gum, Dipotassium Phosphate, Tricalcium Phosphate, Potassium Chloride, Magnesium Oxide, Ascorbic Acid, Niacinamide, Zinc Oxide, Calcium Pantothenate, dl-Alpha-Tocopheryl Acetate, Beta-Carotene, Manganese Sulfate, Riboflavin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Vitamin B12, Copper Gluconate, Folic Acid, Potassium Iodide, Biotin, and Vitamin D3.","Contains almond, egg, milk, peanut and soy ingredients. Manufactured in a facility that processes wheat.","* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",,,,,,,,,,,,,Case of 20,Bar,"['Crispy Oats & Nuts', 'Dark Chocolate Almond']",,,,,,,06/05/2020 14:30:55,Crispy Oats & Nuts
0,https://abbottstore.com/glucerna-mini-treats-chocolate-caramel-bars-0-70-oz-wrapper-case-of-24-66905.html,Abbott,Glucerna Mini Treats,21.99,"0.70 oz
						 
						 
							/
						 
						 
							Case of 24",IN STOCK,66905,"MINIMIZE BLOOD SUGAR SPIKES: Glucerna Mini Treats have CARBSTEADY, unique blends of slow-release carbohydrates designed to help manage blood sugar*
TREAT YOURSELF: These indulgent bars are the perfect choice to satisfy your cravings; replace one poor snack each day
#1 DOCTOR-RECOMMENDED BRAND: Glucerna is the #1 brand recommended by doctors for people with diabetes
GREAT ON-THE-GO SNACKS: Pocket-sized treat bars go anywhere; a convenient way to get the valuable nutrients and help satisfy your hunger
3 DELICIOUS FLAVORS: Whats your favorite? Available in Oatmeal Raisin, Chocolate Caramel, and Chocolate Peanut

Help manage your blood sugar with Glucerna Mini Treats. Specially designed for people with diabetes, these delicious bars have CARBSTEADY, unique blends of slow-release carbohydrates to help minimize blood sugar spikes. Compared to high-glycemic carbohydrates, low-glycemic carbs designed to help produce a lower blood glucose response. The snack bars for people with diabetes are a convenient and delicious way to get valuable nutrients and stay satisfied while youre on the go. They come in 3 delicious flavors: Oatmeal Raisin, Chocolate Caramel, and Chocolate Peanut.
*Designed to help minimize blood sugar spikes in people with diabetes compared to high-glycemic carbohydrates.","Caramel (Maltitol Syrup, Nonfat Milk, Palm Kernel Oil, Cream, Glycerin, Butter [Cream, Salt], Salt, Sodium Phosphate, Carrageenan, Natural & Artificial Flavors, Soy Lecithin), Chocolate Flavored Coating (Lactitol, Palm Kernel Oil, Polydextrose, Cocoa Powder [Processed with Alkali], Artificial Flavor, Soy Lecithin, Monoglycerides, Vanilla Extract, Acesulfame Potassium), Crisp Soy Nuggets (Soy Protein Isolate, Rice Flour, Malt Extract, Salt), Fruit Syrup (Brown Rice Syrup, White Grape Juice), Soy Protein Isolate, Soluble Corn Fiber, Peanut Butter, High Oleic Safflower Oil. Less than 2% of the Following: Cellulose Gel, Guar Gum, Natural & Artificial Flavors, Magnesium Oxide, Ascorbic Acid, dl-Alpha-Tocopheryl Acetate, Ferric Phosphate, Niacinamide, Zinc Oxide, Calcium Pantothenate, Copper Gluconate, Manganese Sulfate, Beta-Carotene, Pyridoxine Hydrochloride, Thiamine Mononitrate, Riboflavin, Sodium Selenate, Folic Acid, Chromium Chloride, Biotin, Sodium Molybdate, Potassium Iodide, Phylloquinone, Vitamin D3, and Vitamin B12.","Contains milk, peanut and soy ingredients. Manufactured in a facility that processes eggs, tree nuts and wheat.","* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",,,,,,,,,,,,,Case of 24,,"['Chocolate Caramel', 'Chocolate Peanut', 'Oatmeal Raisin']",,,,,,,06/05/2020 14:30:55,Chocolate Caramel
0,https://abbottstore.com/glucerna-snack-bars-dark-chocolate-almond-1-4-oz-bar-case-of-20-66884.html,Abbott,Glucerna Snack Bars,25.96,"1.4 oz
						 
						 
							/
						 
						 
							Case of 20",IN STOCK,66884,"HELP MANAGE BLOOD SUGAR*: Has CARBSTEADY, unique blends of slow-release carbohydrates designed to help minimize blood sugar spikes
TAKE IT WITH YOU: Glucerna Snack Bars are a delicious, convenient way to get the nutrients you need
CURB CRAVINGS: Each delicious bar has 11 grams of protein, 160 calories, and 4 grams of sugars; a great snack replacement
LISTEN TO THE PROFESSIONALS: Glucerna is the #1 doctor-recommended brand for people with diabetes
GREAT TASTE: Treat yourself with 4 delicious flavors: Crispy Oats & Nuts, Dark Chocolate Almond, Peanut Chocolate Chip, and Chocolate Chip

Glucerna Snack Bars are a delicious grab & go snack replacement in 4 flavors: Crispy Oats & Nuts, Dark Chocolate Almond,Peanut Chocolate Chip, and Chocolate Chip. Each bar has 1011 grams of proteinto help manage hunger and CARBSTEADY, a unique blend of slow-release carbohydrates, to help manage blood sugar.* With 160 calories and 4 grams of sugars, its a good choice when you want a delicious snack. Glucerna is the #1 brand recommended by doctors for people with diabetes.
* Designed to help minimize blood sugar spikes in people with diabetes compared to high-glycemic carbohydrates.
 Dark Chocolate Almond: 11 g protein, Crispy Oats & Nuts, Peanut Chocolate Chip, Chocolate Chip: 10 g protein.","Soy Protein Nuggets (Soy Protein Isolate, Tapioca Starch, Salt), Syrup (White Grape Juice, Brown Rice Syrup), Cocoa Soy Crisps (Soy Protein Isolate, Cocoa [Processed with Alkali], Tapioca Starch), Chocolate Flavored Coating (Lactitol, Palm Kernel Oil, Polydextrose, Cocoa Powder [Processed with Alkali], Artificial Flavor, Soy Lecithin, Monoglycerides, Vanilla Extract, Acesulfame Potassium), Gluten-Free Rolled Oats, Almonds, Marshmallow Binder (Maltitol, Palm Kernel Oil, Corn Maltodextrin, Egg Whites, Glycerin, Titanium Dioxide, Soy Lecithin, Salt, Natural & Artificial Flavors), Chocolate Liquor, Chocolate Powder (Cocoa Powder, Sugar, Chocolate Liquor, Cocoa Butter, Soy Lecithin, Vanilla Powder), Chocolatey Layer (Maltitol, Sorbitol, Palm Kernel Oil, Milk Protein Concentrate, Cocoa [Processed with Alkali], Chocolate Liquor, Natural Flavor, Soy Lecithin, Salt, Gum Arabic, Xanthan Gum, Locust Bean Gum), High Oleic Safflower Oil, Short-chain Fructooligosaccharides, Soy Protein Isolate, Cocoa Fructose Liquid (Fructose, Water, Corn Maltodextrin, Cocoa, Salt, Carrageenan, Natural Flavors, Tocopherols, Ascorbic Acid), Peanuts. Less than 2% of: Dutch Cocoa Powder, Glycerin, Natural & Artificial Flavors, Salt, Dipotassium Phosphate, Tricalcium Phosphate, Potassium Chloride, Magnesium Oxide, Ascorbic Acid, Niacinamide, Zinc Oxide, Calcium Pantothenate, dl-Alpha-Tocopheryl Acetate, Beta-Carotene, Manganese Sulfate, Riboflavin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Vitamin B12, Copper Gluconate, Folic Acid, Potassium Iodide, Biotin, and Vitamin D3.","Contains almond, egg, milk, peanut and soy ingredients. Manufactured in a facility that processes wheat.","* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",,,,,,,,,,,,,Case of 20,Bar,"['Dark Chocolate Almond', 'Crispy Oats & Nuts']",,,,,,,06/05/2020 14:30:55,Dark Chocolate Almond
0,https://abbottstore.com/zoneperfect-carb-wise-shake-orange-cream-11-fl-oz-tetra-case-of-12-67257.html,Abbott,ZonePerfect Carb Wise Shake,28.0,"11 fl oz Tetra
						 
						 
							/
						 
						 
							Case of 12",IN STOCK,67257,"CUT CARBS, GET LEAN*: Nutrition with a purposeto help you control your carb intake and take charge of your low carb lifestyle
LEAN BODY GOALS: With 30g protein, 1g sugars, 150 calories, and 4g net carbs to nourish muscle & help manage hunger
MADE FOR BETTER: Our high-protein drinks are free from gluten, soy, and added sugar
DELICIOUS FLAVORS: In 3 amazing flavors youll love: Vanilla Ice Cream, Chocolate Marshmallow, and Orange Cream
GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!

ZonePerfect Carb Wise Shakes are purposeful nutrition to help you cut carbs and get lean.* With 4 grams net carbs, 1-2 grams sugars, and 30 grams of satisfying protein to keep you feeling fuller longer, they support lean muscle and help you stay committed to your low carb lifestyle. Our high-protein shakes come in 3 delicious flavors: Vanilla Ice Cream, Chocolate Marshmallow, and Orange Cream, and theyre gluten-free and contain no soy or added sugar. With our Great Taste Guarantee, if youre not 100% satisfied, well send you your money back.
* Studies show reduced-calorie, high-protein, reduced-carb diets can lead to improvements in body composition.
 Net Carbs = Total Carbs  Dietary Fiber. See Nutrition Facts Label Panel for carb information.","Water, Milk Protein Isolate, Calcium Caseinate. Less than 2% of: Natural Flavor, Sunflower Oil, Inulin, Maltodextrin, Sucralose, Acesulfame Potassium, Cellulose Gel, Cellulose Gum, Carrageenan, and Vitamin & Minerals (Potassium Phosphate, Sodium Phosphate, Sodium Ascorbate [Vit. C], Sodium Chloride, Zinc Gluconate, dl-Alpha-Tocopheryl Acetate [Vit. E], Niacinamide [Vit. B3], Manganese Gluconate, Calcium Pantothenate [Vit. B5], Vitamin A Palmitate, Pyridoxine Hydrochloride [Vit. B6], Thiamine Hydrochloride [Vit. B1], Riboflavin [Vit. B2], Chromium Chloride, Folic Acid [Vit. B7], Beta-Carotene, Vitamin D3, Biotin [Vit. B7], Sodium Molybdate, Sodium Selenite, Potassium Iodide, Phylloquinone [Vit. K1], Cyanobobalamin [Vit. B12]).",Contains milk ingredients.,"* Not a significant source of iron. The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",,,,,,,,,,,,,Case of 12,Ready-to-Drink,"['Orange Cream', 'Chocolate Marshmallow', 'Vanilla Ice Cream']",,,,,,,06/05/2020 14:30:55,Orange Cream
0,https://abbottstore.com/zoneperfect-high-protein-shake-vanilla-ice-cream-11-fl-oz-tetra-case-of-12-67272.html,Abbott,ZonePerfect High Protein Shake,28.0,"11 fl oz Tetra
						 
						 
							/
						 
						 
							Case of 12",IN STOCK,67272,"HIGH PROTEIN: 30g of protein to support lean muscle, build strength, and help you feel fuller longer
WITHOUT THE EXTRAS: 150 Calories, 1g of sugar, and low in fat, so you can get the protein you want without the extra carbs and calories
SUPPORTS ENERGY METABOLISM: With B vitamins that help to convert carbs, protein, and fat into useful energy
WHATS LEFT OUT: No gluten or soy, and no added sugar
ANYTIME NUTRITION: Great for on the go, to fuel your afternoon, or to energize your workout. Its perfect as a small meal or snack.

ZonePerfect High Protein shakes have 30 grams of protein to support muscle tone and strength and to help you feel fuller longer. With 150 Calories and 1 gram of sugar, they come in 2 delicious flavors, Chocolate Marshmallow and Vanilla Ice Cream, to help satisfy cravings and provide the nutrition you want without extra calories, fat, or sugar. Our shakes are a convenient, tasty way to nourish lean muscle and help fuel your active lifestyle any time of day. Great taste guaranteed or your money back.","Water, Milk Protein Isolate, Calcium Caseinate. Less than 2% of: Natural & Artificial Flavors, Sunflower Oil, Inulin, Maltodextrin, Sucralose, Acesulfame Potassium, Cellulose Gel, Cellulose Gum, Carrageenan, and Vitamin & Mineral Blend (Potassium Phosphate, Sodium Phosphate, Sodium Ascorbate [Vit. C], Sodium Chloride, Zinc Gluconate, dl-Alpha-Tocopheryl Acetate [Vit. E], Niacinamide [Vit. B3], Manganese Gluconate, Calcium Pantothenate ]Vit. B5], Vitamin A Palmitate, Pyridoxine Hydrochloride [Vit. B6], Thiamine Hydrochloride [Vit. B1], Riboflavin [Vit. B2], Chromium Chloride, Folic Acid [Vit. B7], Beta-Carotene, Vitamin D3, Biotin [Vit. B7], Sodium Molybdate, Sodium Selenite, Potassium Iodide, Phylloquinone [Vit. K1], Cyanobobalamin [Vit. B12]).",Contains milk.,"* Not a significant source of iron. The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",,,,,,,,,,,,,Case of 12,Ready-to-Drink,"['Vanilla Ice Cream', 'Chocolate Marshmallow']",,,,,,,06/05/2020 14:30:55,Vanilla Ice Cream
0,https://abbottstore.com/zoneperfect-carb-wise-shake-powder-chocolate-ice-cream-1-4-lb-container-case-of-2-67247.html,Abbott,ZonePerfect Carb Wise Powder,41.78,"1.4 lb container
						 
						 
							/
						 
						 
							Case of 2",IN STOCK,67247,"CUT CARBS, GET LEAN*: Nutrition with a purposeto help you control your carb intake and take charge of your low carb lifestyle
LEAN BODY GOALS: With 30g protein, 3g sugars, 170 calories, and 5g net carbs to nourish muscle & help manage hunger
MADE FOR BETTER: Our high-protein powder is free from gluten, soy, and added sugar
DELICIOUS FLAVORS: In 2 amazing flavors youll love: Chocolate Ice Cream and Fruity Cereal
GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!

ZonePerfect Carb Wise Protein Powder is purposeful nutrition to help you cut carbs and get lean.* With 3-5 grams net carbs, 3 grams sugars, and 30 grams of satisfying protein to keep you feeling fuller longer, it supports lean muscle and helps you stay committed to your low carb lifestyle. Our protein powder comes in 2 delicious flavors: Chocolate Ice Cream and Fruity Cereal, and its gluten-free and contains no soy or added sugar. With our Great Taste Guarantee, if youre not 100% satisfied, well send you your money back.
* Studies show reduced-calorie, high-protein, reduced-carb diets can lead to improvements in body composition.
 Net Carbs = Total Carbs  Dietary Fiber. See Nutrition Facts Label Panel for carb information.","Whey Protein Concentrate, Milk Protein Isolate, Cocoa Powder (Processed with Alkali), Natural Flavors. Less than 2% of: Sea Salt, Sunflower Lecithin, Xanthan Gum, Sucralose, Acesulfame Potassium, and Vitamin & Mineral Blend (Ferrous Sulfate [Iron], dl-Alpha-Tocopheryl Acetate [Vit. E], Niacinamide [Vit. B3], Zinc Sulfate, Calcium Pantothenate [Vit. B5], Thiamine Hydrochloride [Vit. B1], Pyridoxine Hydrochloride [Vit. B6], Riboflavin [Vit. B2], Manganese Sulfate, Vitamin A Palmitate, Copper Sulfate, Folic Acid [Vit. B9], Potassium Iodide, Phylloquinone [Vit. K1], Cholecalciferol [Vit. D3], Sodium Selenate, Sodium Molybdate, Biotin [Vit. B7], Cyanocobalamin [Vit. B12]).",Contains milk ingredients.,"* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",,,,,,,,,,,,,Case of 2,Powder,"['Chocolate Ice Cream', 'Fruity Cereal']",,,,,,,06/05/2020 14:30:55,Chocolate Ice Cream
0,https://abbottstore.com/zoneperfect-nutrition-bar-dark-chocolate-almond-1-58-oz-wrapper-12-pack-63225p12.html,Abbott,ZonePerfect Nutrition Bar,18.35,"1.58 oz
						 
						 
							/
						 
						 
							12 Pack",IN STOCK,63225p12,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Soy Protein Nuggets (Isolated Soy Protein, Cocoa [Processed with Alkali], Tapioca Starch, Salt), Chocolate Flavored Coating (Sugar, Fractionated Palm Kernel Oil, Cocoa Powder [Processed with Alkali], Soy Lecithin, Nonfat Milk Powder, Vanilla), Corn Syrup, Roasted Almonds, Soy Protein Isolate, Fructose Syrup, Chocolate Powder (Natural Cocoa Powder, Sugar, Chocolate Liquor, Cocoa Butter, Soy Lecithin, Vanilla), Chocolate Cookie Pieces (Bleached Wheat Flour, Sugar, Cocoa [Processed with Alkali], Sunflower Oil, Salt, Baking Soda), Chocolate Liquor, Cocoa Fructose (Fructose, Water, Corn Maltodextrin, Cocoa [Processed with Alkali], Natural Cocoa, Salt, Carrageenan, Natural Flavors, Tocopherol, Ascorbic Acid), Cocoa (Processed with Alkali), High Oleic Safflower and/or High Oleic Sunflower Oil. Less than 2% of the Following: Glycerine, Natural Flavors, Caramel Color, Salt, and Vitamin & Mineral Blend (Calcium Phosphate, Ascorbic Acid [Vit. C], Magnesium Oxide, dl-Alpha-Tocopheryl Acetate [Vit. E], Niacinamide [Vit. B3], Zinc Oxide, Calcium Pantothenate [Vit. B5], Ferrous Fumarate [Iron], Pyridoxine Hydrochloride [Vit. B6], Vitamin A Palmitate, Riboflavin [Vit. B2], Thiamine Mononitrate [Vit. B1], Folic Acid [Vit. B9], Chromium Chloride, Biotin [Vit. B7], Sodium Selenite, Sodium Molybdate, Cyanocobalamin [Vit. B12]).","Contains almond, milk, soy and wheat ingredients. Manufactured in a facility that processes eggs, peanuts and other tree nuts.","* Percent Daily Values (%DV) are based on a 2,000 Calorie diet.",,,,,,,,,,,,,12 Pack,Nutrition Bar,"['Dark Chocolate Almond', 'Chocolate Almond Raisin', 'Chocolate Chip Cookie Dough', 'Chocolate Mint', 'Cinnamon Roll', 'Double Dark Chocolate', 'Fudge Graham', 'Oatmeal Chocolate Chunk', 'Salted Caramel Brownie', 'Strawberry Yogurt']",,,,,,,06/05/2020 14:30:55,Dark Chocolate Almond
0,https://abbottstore.com/zoneperfect-keto-shake-butter-coffee-11-fl-oz-tetra-case-of-12-67298.html,Abbott,ZonePerfect Keto Shake,36.0,"11 fl oz Tetra
						 
						 
							/
						 
						 
							Case of 12",IN STOCK,67298,"BURN BODY FAT: With the optimal macro blend, your body will begin to use fat as a primary energy source
PROVEN KETO MACROS*: 75% fat, 20% protein, 5% total carbs (as a percent of calories) to support ketosis and burn body fat
SUPPORTS KETOSIS: ZonePerfect Keto Shakes help your body stay in ketosiseven on the go. Steady energy anywhere, anytime
MADE FOR BETTER: Made with MCTs & real coconut cream; NO gluten or soy; and NO artificial sweeteners, flavors, or colors
GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!

ZonePerfect Keto Shakes have the proven blend of fat, protein, and carbs* you need to support ketosis and burn body fat.Available in 3 delicious flavors, each keto shake has an optimal keto macro blend of 75% fat, 20% protein, and 5% total carbs (as a percent of calories). Our keto shakes are made with MCTs and real coconut cream and are free from gluten and soy. Also, they contain no artificial sweeteners, colors, or flavors. Its an easy, on-the-go keto snack or meal replacement you can take anywhere. With our Great Taste Guarantee, if youre not 100% satisfied, well send you your money back.
* Claim based on multiple studies showing effectiveness of a ketogenic diet with similar macro distribution.
 When used as part of a ketogenic diet designed to burn fat and boost fat metabolism.","Filtered Water, Coconut Cream, Milk Protein Concentrate, Structured Lipid (Interesterified Canola, Medium-Chain Triglycerides), Cold Brew Coffee Extract. Less than 1% of: Almond Butter, Calcium Beta-Hydroxy-Beta-Methylbutyrate, Salt, Natural Flavors, Monopotassium Phosphate, Caffeine, Sodium Ascorbate (Vitamin C - For Freshness), Organic Stevia, Gum Acacia, and Gellan Gum.","Contains almond, coconut, milk.","* Not a significant source of vitamin D or iron. The Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 Calories a day is used for general nutrition advice.",,,,,,,,,,,,,Case of 12,Ready-to-Drink,"['Butter Coffee', 'White Chocolate Coconut', 'Pineapple Coconut']",,,,,,,06/05/2020 14:30:55,Butter Coffee
0,https://abbottstore.com/zoneperfect-high-protein-shake-chocolate-marshmallow-11-fl-oz-tetra-case-of-12-67254.html,Abbott,ZonePerfect High Protein Shake,28.0,"11 fl oz Tetra
						 
						 
							/
						 
						 
							Case of 12",IN STOCK,67254,"HIGH PROTEIN: 30g of protein to support lean muscle, build strength, and help you feel fuller longer
WITHOUT THE EXTRAS: 150 Calories, 1g of sugar, and low in fat, so you can get the protein you want without the extra carbs and calories
SUPPORTS ENERGY METABOLISM: With B vitamins that help to convert carbs, protein, and fat into useful energy
WHATS LEFT OUT: No gluten or soy, and no added sugar
ANYTIME NUTRITION: Great for on the go, to fuel your afternoon, or to energize your workout. Its perfect as a small meal or snack.

ZonePerfect High Protein shakes have 30 grams of protein to support muscle tone and strength and to help you feel fuller longer. With 150 Calories and 1 gram of sugar, they come in 2 delicious flavors, Chocolate Marshmallow and Vanilla Ice Cream, to help satisfy cravings and provide the nutrition you want without extra calories, fat, or sugar. Our shakes are a convenient, tasty way to nourish lean muscle and help fuel your active lifestyle any time of day. Great taste guaranteed or your money back.","Water, Milk Protein Isolate, Calcium Caseinate. Less than 2% of: Cocoa (Processed with Alkali), Artificial Flavor, Sunflower Oil, Inulin, Maltodextrin, Sucralose, Acesulfame Potassium, Cellulose Gel, Cellulose Gum, Carrageenan, and Vitamin & Mineral Blend (Potassium Phosphate, Sodium Phosphate, Sodium Ascorbate [Vit. C], Sodium Chloride, Zinc Gluconate, dl-Alpha-Tocopheryl Acetate [Vit. E], Niacinamide [Vit. B3], Manganese Gluconate, Calcium Pantothenate ]Vit. B5], Vitamin A Palmitate, Pyridoxine Hydrochloride [Vit. B6], Thiamine Hydrochloride [Vit. B1], Riboflavin [Vit. B2], Chromium Chloride, Folic Acid [Vit. B7], Beta-Carotene, Vitamin D3, Biotin [Vit. B7], Sodium Molybdate, Sodium Selenite, Potassium Iodide, Phylloquinone [Vit. K1], Cyanobobalamin [Vit. B12]).",Contains milk.,"* Not a significant source of iron. The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",,,,,,,,,,,,,Case of 12,Ready-to-Drink,"['Chocolate Marshmallow', 'Vanilla Ice Cream']",,,,,,,06/05/2020 14:30:55,Chocolate Marshmallow
0,https://abbottstore.com/zoneperfect-carb-wise-shake-vanilla-ice-cream-11-fl-oz-tetra-case-of-12-67276.html,Abbott,ZonePerfect Carb Wise Shake,28.0,"11 fl oz Tetra
						 
						 
							/
						 
						 
							Case of 12",IN STOCK,67276,"CUT CARBS, GET LEAN*: Nutrition with a purposeto help you control your carb intake and take charge of your low carb lifestyle
LEAN BODY GOALS: With 30g protein, 1g sugars, 150 calories, and 4g net carbs to nourish muscle & help manage hunger
MADE FOR BETTER: Our high-protein drinks are free from gluten, soy, and added sugar
DELICIOUS FLAVORS: In 3 amazing flavors youll love: Vanilla Ice Cream, Chocolate Marshmallow, and Orange Cream
GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!

ZonePerfect Carb Wise Shakes are purposeful nutrition to help you cut carbs and get lean.* With 4 grams net carbs, 1-2 grams sugars, and 30 grams of satisfying protein to keep you feeling fuller longer, they support lean muscle and help you stay committed to your low carb lifestyle. Our high-protein shakes come in 3 delicious flavors: Vanilla Ice Cream, Chocolate Marshmallow, and Orange Cream, and theyre gluten-free and contain no soy or added sugar. With our Great Taste Guarantee, if youre not 100% satisfied, well send you your money back.
* Studies show reduced-calorie, high-protein, reduced-carb diets can lead to improvements in body composition.
 Net Carbs = Total Carbs  Dietary Fiber. See Nutrition Facts Label Panel for carb information.","Water, Milk Protein Isolate, Calcium Caseinate. Less than 2% of: Natural & Artificial Flavors, Sunflower Oil, Inulin, Maltodextrin, Sucralose, Acesulfame Potassium, Cellulose Gel, Cellulose Gum, Carrageenan, and Vitamin & Minerals (Potassium Phosphate, Sodium Phosphate, Sodium Ascorbate [Vit. C], Sodium Chloride, Zinc Gluconate, dl-Alpha-Tocopheryl Acetate [Vit. E], Niacinamide [Vit. B3], Manganese Gluconate, Calcium Pantothenate [Vit. B5], Vitamin A Palmitate, Pyridoxine Hydrochloride [Vit. B6], Thiamine Hydrochloride [Vit. B1], Riboflavin [Vit. B2], Chromium Chloride, Folic Acid [Vit. B7], Beta-Carotene, Vitamin D3, Biotin [Vit. B7], Sodium Molybdate, Sodium Selenite, Potassium Iodide, Phylloquinone [Vit. K1], Cyanobobalamin [Vit. B12]).",Contains milk ingredients.,"* Not a significant source of iron. The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",,,,,,,,,,,,,Case of 12,Ready-to-Drink,"['Vanilla Ice Cream', 'Chocolate Marshmallow', 'Orange Cream']",,,,,,,06/05/2020 14:30:55,Vanilla Ice Cream
