,url,store,name,price,item_id,description,allergin_info,Form,entry_date,product_format,product_measurement_metric,product_measurement_numeric,bulk_sales_type,bulk_sales_numeric,serving_size_metric,serving_size_numeric
389,https://abbottstore.com/similac-sensitive-infant-formula-powder-29-8-oz-can-case-of-6-62951.html,Abbott,Similac Sensitive Infant Formula  Powder,218.49,62951,"Complete Nutrition for Sensitive Tummies, featuring OptiGRO, an exclusive blend of brain & eye nourishing nutrients for babys development.
 For fussiness and gas due to lactose sensitivity* (*Typical Value 0.1g lactose/100 kcal compared to Similac Advance, 11g lactose /100 kcal)
 Easy to digest, milk-based*
*Not for infants with galactosemia.",Contains milk ingredients.,Powder,6/05/2020 14:30,can,oz,29.8,Case,6,mL,1000
64,https://abbottstore.com/similac-for-supplementation-non-gmo-infant-formula-1-45-lb-container-case-of-4-63013.html,Abbott,Similac For Supplementation NON-GMO Infant Formula Powder,123.49,63013,"Similac for Supplementation Non-GMO* formula for breastfeeding moms who choose to introduce formula. Has all the benefits of Similac Advance as well as approximately 10% more prebiotics than Similac Advance formula.
 Helps provide a gentle introduction to formula
 Complete nutrition for your babys first year
 Features OptiGRO, our exclusive blend of important ingredients found in breast milk: DHA, Lutein, and Vitamin E

* Ingredients not genetically engineered",Contains milk and soy ingredients.,Powder,6/05/2020 12:54,container,lb,1.45,Case,4,Cal,100
384,https://abbottstore.com/similac-for-supplementation-non-gmo-infant-formula-1-45-lb-container-case-of-4-63013.html,Abbott,Similac For Supplementation NON-GMO Infant Formula Powder,123.49,63013,"Similac for Supplementation Non-GMO* formula for breastfeeding moms who choose to introduce formula. Has all the benefits of Similac Advance as well as approximately 10% more prebiotics than Similac Advance formula.
 Helps provide a gentle introduction to formula
 Complete nutrition for your babys first year
 Features OptiGRO, our exclusive blend of important ingredients found in breast milk: DHA, Lutein, and Vitamin E

* Ingredients not genetically engineered",Contains milk and soy ingredients.,Powder,6/05/2020 14:30,container,lb,1.45,Case,4,mL,1000
204,https://abbottstore.com/pedialyte-advancedcare-cherry-punch-1-liter-bottle-case-of-8-63057.html,Abbott,Pedialyte AdvancedCare,43.99,63057,"DIGESTION SUPPORT:HasPreActivPrebiotics to help support digestive health.


REPLACES ELECTROLYTES:A flavorful way for kids and adults to replace electrolytes to feel better fast.


MORE EFFECTIVE THAN COMMON BEVERAGES:Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration.


TRUSTED BRAND:#1 pediatrician*and pharmacist recommended brand.*For over 50 years, Pedialyte has been the go-to rehydration drink.


GREAT-TASTING FLAVORS:Enjoy Pedialyte liters, powder packs, and Freezer Pops in 18 refreshing flavors.

Pedialyte AdvancedCare electrolyte solution is an advanced rehydration drink specially formulated with an optimal balance of sugar and electrolytes to help prevent mild to moderate dehydration in both kids and adults. It also has PreActiv Prebiotics to help promote digestive health by restoring the balance between good and bad bacteria. From the #1 pediatrician*and pharmacist recommended brand* for hydration, Pedialyte AdvancedCare is an electrolyte drink that promotes fluid absorption more effectively than sports drinks, juice, or even water. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Contains milk ingredients.,Liquid,6/05/2020 12:54,bottle,L,1,Case,8,fl,12
525,https://abbottstore.com/pedialyte-advancedcare-cherry-punch-1-liter-bottle-case-of-8-63057.html,Abbott,Pedialyte AdvancedCare,43.99,63057,"DIGESTION SUPPORT:HasPreActivPrebiotics to help support digestive health.


REPLACES ELECTROLYTES:A flavorful way for kids and adults to replace electrolytes to feel better fast.


MORE EFFECTIVE THAN COMMON BEVERAGES:Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration.


TRUSTED BRAND:#1 pediatrician*and pharmacist recommended brand.*For over 50 years, Pedialyte has been the go-to rehydration drink.


GREAT-TASTING FLAVORS:Enjoy Pedialyte liters, powder packs, and Freezer Pops in 18 refreshing flavors.

Pedialyte AdvancedCare electrolyte solution is an advanced rehydration drink specially formulated with an optimal balance of sugar and electrolytes to help prevent mild to moderate dehydration in both kids and adults. It also has PreActiv Prebiotics to help promote digestive health by restoring the balance between good and bad bacteria. From the #1 pediatrician*and pharmacist recommended brand* for hydration, Pedialyte AdvancedCare is an electrolyte drink that promotes fluid absorption more effectively than sports drinks, juice, or even water. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Contains milk ingredients.,Liquid,6/05/2020 14:30,bottle,L,1,Case,8,Not,*
203,https://abbottstore.com/pedialyte-advancedcare-blue-raspberry-1-liter-bottle-case-of-8-63059.html,Abbott,Pedialyte AdvancedCare,43.99,63059,"DIGESTION SUPPORT: HasPreActiv Prebiotics to help support digestive health.


REPLACES ELECTROLYTES:A flavorful way for kids and adults to replace electrolytes to feel better fast.


MORE EFFECTIVE THAN COMMON BEVERAGES:Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration.


TRUSTED BRAND:#1 pediatrician*and pharmacist recommended brand.*For over 50 years, Pedialyte has been the go-to rehydration drink.


GREAT-TASTING FLAVORS:Enjoy Pedialyte liters, powder packs, and Freezer Pops in 18 refreshing flavors.

Pedialyte AdvancedCare electrolyte solution is an advanced rehydration drink specially formulated with an optimal balance of sugar and electrolytes to help prevent mild to moderate dehydration in both kids and adults. It also has PreActiv Prebiotics to help promote digestive health by restoring the balance between good and bad bacteria. From the #1 pediatrician*and pharmacist recommended brand* for hydration, Pedialyte AdvancedCare is an electrolyte drink that promotes fluid absorption more effectively than sports drinks, juice, or even water. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Contains milk ingredients.,Liquid,6/05/2020 12:54,bottle,L,1,Case,8,fl,12
519,https://abbottstore.com/pedialyte-advancedcare-blue-raspberry-1-liter-bottle-case-of-8-63059.html,Abbott,Pedialyte AdvancedCare,43.99,63059,"DIGESTION SUPPORT: HasPreActiv Prebiotics to help support digestive health.


REPLACES ELECTROLYTES:A flavorful way for kids and adults to replace electrolytes to feel better fast.


MORE EFFECTIVE THAN COMMON BEVERAGES:Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration.


TRUSTED BRAND:#1 pediatrician*and pharmacist recommended brand.*For over 50 years, Pedialyte has been the go-to rehydration drink.


GREAT-TASTING FLAVORS:Enjoy Pedialyte liters, powder packs, and Freezer Pops in 18 refreshing flavors.

Pedialyte AdvancedCare electrolyte solution is an advanced rehydration drink specially formulated with an optimal balance of sugar and electrolytes to help prevent mild to moderate dehydration in both kids and adults. It also has PreActiv Prebiotics to help promote digestive health by restoring the balance between good and bad bacteria. From the #1 pediatrician*and pharmacist recommended brand* for hydration, Pedialyte AdvancedCare is an electrolyte drink that promotes fluid absorption more effectively than sports drinks, juice, or even water. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Contains milk ingredients.,Liquid,6/05/2020 14:30,bottle,L,1,Case,8,Not,*
311,https://abbottstore.com/zoneperfect-nutrition-bar-chocolate-peanut-butter-1-76-oz-wrapper-3-12-packs-63161.html,Abbott,ZonePerfect Nutrition Bar,55.05,63161,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk, peanut and soy ingredients. Manufactured in a facility that processes eggs, tree nuts and wheat.",Nutrition Bar,6/05/2020 12:54,,oz,1.76,Case,36,g,50
629,https://abbottstore.com/zoneperfect-nutrition-bar-chocolate-peanut-butter-1-76-oz-wrapper-3-12-packs-63161.html,Abbott,ZonePerfect Nutrition Bar,55.05,63161,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk, peanut and soy ingredients. Manufactured in a facility that processes eggs, tree nuts and wheat.",Nutrition Bar,6/05/2020 14:30,,oz,1.76,Case,36,Percent,*
303,https://abbottstore.com/double-dark-chocolate-1-58-oz-wrapper-3-12-packs-63214.html,Abbott,ZonePerfect Nutrition Bar,55.05,63214,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk and soy ingredients. Manufactured in a facility that processes eggs, peanuts, tree nuts and wheat.",Nutrition Bar,6/05/2020 12:54,,oz,1.58,Case,36,g,45
620,https://abbottstore.com/double-dark-chocolate-1-58-oz-wrapper-3-12-packs-63214.html,Abbott,ZonePerfect Nutrition Bar,55.05,63214,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk and soy ingredients. Manufactured in a facility that processes eggs, peanuts, tree nuts and wheat.",Nutrition Bar,6/05/2020 14:30,,oz,1.58,Case,36,Percent,*
309,https://abbottstore.com/zoneperfect-nutrition-bar-dark-chocolate-almond-1-58-oz-wrapper-3-12-packs-63225.html,Abbott,ZonePerfect Nutrition Bar,55.05,63225,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains almond, milk, soy and wheat ingredients. Manufactured in a facility that processes eggs, peanuts and other tree nuts.",Nutrition Bar,6/05/2020 12:54,,oz,1.58,Case,36,g,45
626,https://abbottstore.com/zoneperfect-nutrition-bar-dark-chocolate-almond-1-58-oz-wrapper-3-12-packs-63225.html,Abbott,ZonePerfect Nutrition Bar,55.05,63225,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains almond, milk, soy and wheat ingredients. Manufactured in a facility that processes eggs, peanuts and other tree nuts.",Nutrition Bar,6/05/2020 14:30,,oz,1.58,Case,36,Percent,*
308,https://abbottstore.com/zoneperfect-nutrition-bar-fudge-graham-1-76-oz-wrapper-3-12-packs-63259.html,Abbott,ZonePerfect Nutrition Bar,55.05,63259,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk and soy ingredients. Manufactured in a facility that processes eggs, peanuts, tree nuts and wheat.",Nutrition Bar,6/05/2020 12:54,,oz,1.76,Case,36,g,50
627,https://abbottstore.com/zoneperfect-nutrition-bar-fudge-graham-1-76-oz-wrapper-3-12-packs-63259.html,Abbott,ZonePerfect Nutrition Bar,55.05,63259,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk and soy ingredients. Manufactured in a facility that processes eggs, peanuts, tree nuts and wheat.",Nutrition Bar,6/05/2020 14:30,,oz,1.76,Case,36,Percent,*
289,https://abbottstore.com/zoneperfect-nutrition-bar-chocolate-caramel-cluster-1-76-oz-wrapper-6-5-packs-63269.html,Abbott,ZonePerfect Nutrition Bar,45.88,63269,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk, peanut and soy ingredients. Manufactured in a facility that processes eggs, tree nuts and wheat.",Nutrition Bar,6/05/2020 12:54,,oz,1.76,Case,30,g,50
607,https://abbottstore.com/zoneperfect-nutrition-bar-chocolate-caramel-cluster-1-76-oz-wrapper-6-5-packs-63269.html,Abbott,ZonePerfect Nutrition Bar,45.88,63269,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk, peanut and soy ingredients. Manufactured in a facility that processes eggs, tree nuts and wheat.",Nutrition Bar,6/05/2020 14:30,,oz,1.76,Case,30,Percent,*
304,https://abbottstore.com/zoneperfect-nutrition-bar-chocolate-mint-1-76-oz-wrapper-3-12-packs-63282.html,Abbott,ZonePerfect Nutrition Bar,55.05,63282,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk, soy and wheat ingredients. Manufactured in a facility that processes eggs, peanuts and tree nuts.",Nutrition Bar,6/05/2020 12:54,,oz,1.76,Case,36,g,50
625,https://abbottstore.com/zoneperfect-nutrition-bar-chocolate-mint-1-76-oz-wrapper-3-12-packs-63282.html,Abbott,ZonePerfect Nutrition Bar,55.05,63282,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk, soy and wheat ingredients. Manufactured in a facility that processes eggs, peanuts and tree nuts.",Nutrition Bar,6/05/2020 14:30,,oz,1.76,Case,36,Percent,*
313,https://abbottstore.com/chocolate-almond-raisin-1-76-oz-wrapper-3-12-packs-63299.html,Abbott,ZonePerfect Nutrition Bar,55.05,63299,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains almond, milk and soy ingredients. Manufactured in a facility that processes egg, peanut, other tree nut and wheat ingredients.",Nutrition Bar,6/05/2020 12:54,,oz,1.76,Case,36,g,50
631,https://abbottstore.com/chocolate-almond-raisin-1-76-oz-wrapper-3-12-packs-63299.html,Abbott,ZonePerfect Nutrition Bar,55.05,63299,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains almond, milk and soy ingredients. Manufactured in a facility that processes egg, peanut, other tree nut and wheat ingredients.",Nutrition Bar,6/05/2020 14:30,,oz,1.76,Case,36,Percent,*
300,https://abbottstore.com/zoneperfect-nutrition-bar-strawberry-yogurt-1-76-oz-wrapper-3-12-packs-63304.html,Abbott,ZonePerfect Nutrition Bar,55.05,63304,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk, soy and wheat ingredients. Manufactured in a facility that processes eggs, peanuts and tree nuts.",Nutrition Bar,6/05/2020 12:54,,oz,1.76,Case,36,g,50
619,https://abbottstore.com/zoneperfect-nutrition-bar-strawberry-yogurt-1-76-oz-wrapper-3-12-packs-63304.html,Abbott,ZonePerfect Nutrition Bar,55.05,63304,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk, soy and wheat ingredients. Manufactured in a facility that processes eggs, peanuts and tree nuts.",Nutrition Bar,6/05/2020 14:30,,oz,1.76,Case,36,Percent,*
288,https://abbottstore.com/zoneperfect-nutrition-bar-sweet-and-salty-cashew-pretzel-1-58-oz-wrapper-6-5-packs-63305.html,Abbott,ZonePerfect Nutrition Bar,45.88,63305,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains cashews, milk, peanuts, soy, and wheat ingredients; manufactured in a facility that processes eggs and other tree nuts.",Nutrition Bar,6/05/2020 12:54,,oz,1.58,Case,30,g,45
